"year","duration","years","track","artist"
"1960","2.5","Years 1960-1969","I'm The One Who Loves You","The Impressions"
"1960","2.91","Years 1960-1969","Livin' Above Your Head","Jay & The Americans"
"1960","2.61","Years 1960-1969","Funky Broadway","Wilson Pickett"
"1960","2.31","Years 1960-1969","Walkin' With My Angel","Bobby Vee"
"1960","4.03","Years 1960-1969","This Guy's In Love With You","Herb Alpert"
"1960","2.18","Years 1960-1969","Judy's Turn To Cry","Lesley Gore"
"1960","2.34","Years 1960-1969","Sway","Bobby Rydell"
"1960","2","Years 1960-1969","It's Not Unusual","Tom Jones"
"1960","3.25","Years 1960-1969","Lonely Is The Name","Sammy Davis Jr."
"1960","2.83","Years 1960-1969","I'm A Better Man","Engelbert Humperdinck"
"1960","3.02","Years 1960-1969","He","The Righteous Brothers"
"1960","5.4","Years 1960-1969","Take Five","The Dave Brubeck Quartet"
"1960","2.36","Years 1960-1969","The Last Leaf","The Cascades"
"1960","2.24","Years 1960-1969","Handy Man","Del Shannon"
"1960","2.89","Years 1960-1969","Daylight Savin' Time","Keith"
"1960","3.27","Years 1960-1969","Wonderland By Night","Anita Bryant"
"1960","2.11","Years 1960-1969","Misty Blue","Eddy Arnold"
"1960","2.86","Years 1960-1969","Master Jack","Four Jacks And A Jill"
"1960","2.97","Years 1960-1969","Have I The Right?","The Honeycombs"
"1960","2.51","Years 1960-1969","See See Rider","LaVern Baker"
"1960","2.78","Years 1960-1969","Midnight Confessions","The Grass Roots"
"1960","2.78","Years 1960-1969","Release Me (And Let Me Love Again)","Engelbert Humperdinck"
"1960","4.6","Years 1960-1969","Remember Me","Rita Pavone"
"1960","2.06","Years 1960-1969","Everybody Loves A Nut","Johnny Cash"
"1960","2.6","Years 1960-1969","Casino Royale","Herb Alpert & The Tijuana Brass"
"1960","3.38","Years 1960-1969","The Unicorn","The Irish Rovers"
"1960","2.1","Years 1960-1969","Ally Ally Oxen Free","The Kingston Trio"
"1960","2.87","Years 1960-1969","Love Me All The Way","Kim Weston"
"1960","2.32","Years 1960-1969","Party Girl","Bernadette Carroll"
"1960","2.5","Years 1960-1969","My Little Red Book","Love"
"1960","2.31","Years 1960-1969","Yester Love","Smokey Robinson & The Miracles"
"1960","2.33","Years 1960-1969","Summer Means Fun","Bruce & Terry"
"1960","3.37","Years 1960-1969","The Windows Of The World","Dionne Warwick"
"1960","2.51","Years 1960-1969","Always It's You","The Everly Brothers"
"1960","2.1","Years 1960-1969","On The Rebound","Floyd Cramer"
"1960","3.02","Years 1960-1969","I'll Say Forever My Love","Jimmy Ruffin"
"1960","2.07","Years 1960-1969","One Step At A Time","Maxine Brown"
"1960","2.5","Years 1960-1969","Always In My Heart","Los Indios Tabajaras"
"1960","3.12","Years 1960-1969","Ain't Gonna Lie","Keith"
"1960","2.43","Years 1960-1969","Love With The Proper Stranger","Jack Jones"
"1960","1.99","Years 1960-1969","Silhouettes","Herman's Hermits"
"1960","3.09","Years 1960-1969","Can't Seem To Make You Mine","The Seeds"
"1960","3.12","Years 1960-1969","Proud Mary","Creedence Clearwater Revival"
"1960","2","Years 1960-1969","Over And Over","The Dave Clark Five"
"1960","2.37","Years 1960-1969","Johnny Loves Me","Shelley Fabares"
"1960","2.9","Years 1960-1969","Daddy's Home","Shep And The Limelites"
"1960","3.14","Years 1960-1969","A House Is Not A Home","Dionne Warwick"
"1960","2.32","Years 1960-1969","I Feel Fine","The Beatles"
"1960","2.31","Years 1960-1969","Woman Is A Man's Best Friend","Teddy & The Twilights"
"1960","3.66","Years 1960-1969","Jumpin' Jack Flash","The Rolling Stones"
"1960","3.29","Years 1960-1969","I Can't Quit Her","The Arbors"
"1960","2.66","Years 1960-1969","Pay You Back With Interest","The Hollies"
"1960","2.49","Years 1960-1969","If I Should Lose You","Dreamlovers"
"1960","2.52","Years 1960-1969","Lovers Who Wander","Dion"
"1960","2.55","Years 1960-1969","""Rockin', Rollin' Ocean""","Hank Snow"
"1960","1.85","Years 1960-1969","Shut Down","The Beach Boys"
"1960","3.55","Years 1960-1969","Teenage Heaven","Johnny Cymbal"
"1960","2.76","Years 1960-1969","Mountain Of Love","Johnny Rivers"
"1960","2.81","Years 1960-1969","It Keeps Rainin'","Fats Domino"
"1960","2.42","Years 1960-1969","Sandy","Larry Hall"
"1960","7.15","Years 1960-1969","Memphis Underground","Herbie Mann"
"1960","1.97","Years 1960-1969","Jump Back","King Curtis"
"1960","3","Years 1960-1969","The Proud One","Frankie Valli"
"1960","3.17","Years 1960-1969","The Dreamer","Neil Sedaka"
"1960","2.41","Years 1960-1969","Just A Little Bit","Little Milton"
"1960","2.16","Years 1960-1969","The Girl From Peyton Place","Dickey Lee"
"1960","2.19","Years 1960-1969","You Got What It Takes","Joe Tex"
"1960","2.23","Years 1960-1969","Bumble Boogie","B. Bumble & The Stingers"
"1960","2.23","Years 1960-1969","Dear Lover","Mary Wells"
"1960","2.83","Years 1960-1969","That's What Love Is Made Of","The Miracles"
"1960","2.62","Years 1960-1969","Moody River","Pat Boone"
"1960","3","Years 1960-1969","(What A Sad Way) To Love Someone","Ral Donner"
"1960","2.69","Years 1960-1969","Six O'Clock","The Lovin' Spoonful"
"1960","10.21","Years 1960-1969","River Deep-Mountain High","Deep Purple"
"1960","2.84","Years 1960-1969","Blue Water Line","The Brothers Four"
"1960","2.31","Years 1960-1969","Let There Be Drums","Sandy Nelson"
"1960","2.8","Years 1960-1969","Johnny Freedom","Johnny Horton"
"1960","2.7","Years 1960-1969","Te-Ta-Te-Ta-Ta","Ernie K-Doe"
"1960","2.55","Years 1960-1969","He's A Good Guy (Yes He Is)","The Marvelettes"
"1960","2.74","Years 1960-1969","I've Been Everywhere","Hank Snow"
"1960","2.62","Years 1960-1969","(Do The New) Continental","The Dovells"
"1960","2.13","Years 1960-1969","One Track Mind","Bobby Lewis"
"1960","3.89","Years 1960-1969","White Houses","Eric Burdon & The Animals"
"1960","2.28","Years 1960-1969","My Boyfriend's Back","The Angels"
"1960","2.82","Years 1960-1969","More Today Than Yesterday","Spiral Starecase"
"1960","2.79","Years 1960-1969","Something's Got A Hold On Me","Etta James"
"1960","2.51","Years 1960-1969","Alley-Oop","The Dyna-Sores"
"1960","2.77","Years 1960-1969","Spanish Harlem","King Curtis"
"1960","2.83","Years 1960-1969","Let's Live For Today","The Grass Roots"
"1960","2.58","Years 1960-1969","I Can't Grow Peaches On A Cherry Tree","Just Us"
"1960","2.23","Years 1960-1969","Before You Go","Buck Owens"
"1960","3.25","Years 1960-1969","Harbor Lights","The Platters"
"1960","2.5","Years 1960-1969","You Better Run","The Young Rascals"
"1960","2.17","Years 1960-1969","Lonely Weekends","Charlie Rich"
"1960","2.5","Years 1960-1969","The Wah Watusi","The Orlons"
"1960","3.18","Years 1960-1969","On This Side Of Goodbye","The Righteous Brothers"
"1960","2.68","Years 1960-1969","Galveston","Glen Campbell"
"1960","2.52","Years 1960-1969","Break Away (From That Boy)","The Newbeats"
"1960","2.66","Years 1960-1969","Two Tickets To Paradise","Brook Benton"
"1960","1.98","Years 1960-1969","The Crusher","The Novas"
"1960","1.97","Years 1960-1969","Great Balls Of Fire","Tiny Tim"
"1960","3.79","Years 1960-1969","Along Came Jones","Ray Stevens"
"1960","2.79","Years 1960-1969","If I Knew","Nat King Cole"
"1960","2.01","Years 1960-1969","Most People Get Married","Patti Page"
"1960","2.89","Years 1960-1969","Another Cup Of Coffee","Brook Benton"
"1960","2.03","Years 1960-1969","Saturday Sunshine","Burt Bacharach"
"1960","2.35","Years 1960-1969","Jump Back","Rufus Thomas"
"1960","2.74","Years 1960-1969","Chewy Chewy","Ohio Express"
"1960","2.38","Years 1960-1969","Drag City","Jan & Dean"
"1960","2.82","Years 1960-1969","Home Of The Brave","Jody Miller"
"1960","2.3","Years 1960-1969","Paperback Writer","The Beatles"
"1960","2.6","Years 1960-1969","Born To Be With You","Sonny James"
"1960","2.96","Years 1960-1969","""Beg, Borrow And Steal""","Ohio Express"
"1960","2.24","Years 1960-1969","Bumble Bee","The Searchers"
"1960","2.97","Years 1960-1969","Tonight","Ferrante & Teicher"
"1960","2.54","Years 1960-1969","Frankie And Johnny","Elvis Presley"
"1960","2.8","Years 1960-1969","My Claire De Lune","Steve Lawrence"
"1960","2.63","Years 1960-1969","Ninety-Nine And A Half (Won't Do)","Wilson Pickett"
"1960","2.39","Years 1960-1969","Find My Way Back Home","The Nashville Teens"
"1960","2.06","Years 1960-1969","Who Do You Love","The Woolies"
"1960","2.82","Years 1960-1969","Washed Ashore (On A Lonely Island In The Sea)","The Platters"
"1960","2.78","Years 1960-1969","Can I Get A Witness","Marvin Gaye"
"1960","2.38","Years 1960-1969","Smokie - Part 2","Bill Black's Combo"
"1960","2.24","Years 1960-1969","I Get Around","The Beach Boys"
"1960","2.51","Years 1960-1969","This Bitter Earth","Dinah Washington"
"1960","2.08","Years 1960-1969","Patty Baby","Freddy Cannon"
"1960","4.05","Years 1960-1969","It's Never Too Late","Steppenwolf"
"1960","2.66","Years 1960-1969","I Want To Go With You","Eddy Arnold"
"1960","2.67","Years 1960-1969","The Choice","The O'Jays"
"1960","3.59","Years 1960-1969","Games People Play","Joe South"
"1960","2.36","Years 1960-1969","Twistin' Bells","Santo & Johnny"
"1960","2.38","Years 1960-1969","""Dance, Dance, Dance""","The Beach Boys"
"1960","1.99","Years 1960-1969","Did You Ever Have To Make Up Your Mind?","The Lovin' Spoonful"
"1960","2.72","Years 1960-1969","Was It Good To You","The Isley Brothers"
"1960","2.68","Years 1960-1969","A Fool In Love","Ike & Tina Turner"
"1960","2.88","Years 1960-1969","Impossible","Gloria Lynne"
"1960","2.63","Years 1960-1969","Money (That's what I want)","Barrett Strong"
"1960","2.36","Years 1960-1969","1-2-3","Len Barry"
"1960","2.82","Years 1960-1969","""Shame, Shame, Shame""","Jimmy Reed"
"1960","2.23","Years 1960-1969","Tomorrow","Strawberry Alarm Clock"
"1960","2.57","Years 1960-1969","Do It Right","Brook Benton"
"1960","2.1","Years 1960-1969","I Could Have Loved You So Well","Ray Peterson"
"1960","2.3","Years 1960-1969","Are You A Boy Or Are You A Girl","The Barbarians"
"1960","2.89","Years 1960-1969","""Mother Nature, Father Time""","Brook Benton"
"1960","3.57","Years 1960-1969","Ringo","Lorne Greene"
"1960","3.06","Years 1960-1969","Brown Eyed Girl","Van Morrison"
"1960","1.91","Years 1960-1969","Pretty Blue Eyes","Steve Lawrence"
"1960","2.14","Years 1960-1969","Georgie Porgie","Jewel Akens"
"1960","2.49","Years 1960-1969","And I Love Her","The Beatles"
"1960","2.65","Years 1960-1969","And I Love Him","Esther Phillips"
"1960","3.4","Years 1960-1969","Delilah","Tom Jones"
"1960","3","Years 1960-1969","In Need Of A Friend","The Cowsills"
"1960","3.31","Years 1960-1969","Artificial Flowers","Bobby Darin"
"1960","2.4","Years 1960-1969","Ain't Gonna Kiss Ya","The Ribbons"
"1960","2.48","Years 1960-1969","""Me, The Peaceful Heart""","Lulu"
"1960","2.77","Years 1960-1969","Hot Rod Lincoln","Johnny Bond"
"1960","2.59","Years 1960-1969","""Let Me Tell You, Babe""","Nat King Cole"
"1960","2.27","Years 1960-1969","Havin' Fun","Dion"
"1960","2.36","Years 1960-1969","Mary Don't You Weep","Stonewall Jackson"
"1960","2.77","Years 1960-1969","Days Of Wine And Roses","Andy Williams"
"1960","6.21","Years 1960-1969","Georgia On My Mind","Ray Charles"
"1960","2.61","Years 1960-1969","Said I Wasn't Gonna Tell Nobody","Sam & Dave"
"1960","3.53","Years 1960-1969","Autumn Of My Life","Bobby Goldsboro"
"1960","3.12","Years 1960-1969","98.6","Keith"
"1960","2.18","Years 1960-1969","Route 66 Theme","Nelson Riddle"
"1960","3","Years 1960-1969","Frankie And Johnny","Sam Cooke"
"1960","2.73","Years 1960-1969","Indian Lake","The Cowsills"
"1960","2.38","Years 1960-1969","I Can't Hear You","Betty Everett"
"1960","2.77","Years 1960-1969","Cold Feet","Albert King"
"1960","2.44","Years 1960-1969","""Get Out Of My Life, Woman""","Lee Dorsey"
"1960","2.47","Years 1960-1969","Ramona","The Blue Diamonds"
"1960","2.43","Years 1960-1969","I Love You In The Same Old Way","Paul Anka"
"1960","2.28","Years 1960-1969","I Could Never Be President","Johnnie Taylor"
"1960","2.4","Years 1960-1969","Tell Mama","Etta James"
"1960","2.9","Years 1960-1969","Since I Fell For You","Lenny Welch"
"1960","2.19","Years 1960-1969","Yellow Bird","Lawrence Welk And His Orchestra"
"1960","2.17","Years 1960-1969","Turn On Your Love Light","Bill Black's Combo"
"1960","2.49","Years 1960-1969","Surfin","The Beach Boys"
"1960","3.12","Years 1960-1969","As Long As She Needs Me","Sammy Davis Jr."
"1960","2.69","Years 1960-1969","How About That","Dee Clark"
"1960","2.82","Years 1960-1969","Dancin' Out Of My Heart","Ronnie Dove"
"1960","4.35","Years 1960-1969","Suspicious Minds","Elvis Presley"
"1960","2.41","Years 1960-1969","My Dad","Paul Petersen"
"1960","2.69","Years 1960-1969","Just One Kiss From You","The Impressions"
"1960","2.38","Years 1960-1969","The Duck","Jackie Lee"
"1960","2.56","Years 1960-1969","Mountain Of Love","Ronnie Dove"
"1960","3.21","Years 1960-1969","Let The Heartaches Begin","Long John Baldry"
"1960","2.88","Years 1960-1969","A Beautiful Story","Sonny & Cher"
"1960","2.84","Years 1960-1969","This Empty Place","Dionne Warwick"
"1960","2.81","Years 1960-1969","I Wish You Could Be Here","The Cyrkle"
"1960","2.25","Years 1960-1969","Sweet Pea","Tommy Roe"
"1960","2.29","Years 1960-1969","Shout Bamalama","Mickey Murray"
"1960","2.31","Years 1960-1969","Tear Drop City","The Monkees"
"1960","3.25","Years 1960-1969","Les Bicyclettes De Belsize","Engelbert Humperdinck"
"1960","5.75","Years 1960-1969","Cloud Nine","Mongo Santamaria"
"1960","2.59","Years 1960-1969","Voice Your Choice","The Radiants"
"1960","2.78","Years 1960-1969","Stop The Wedding","Etta James"
"1960","2.53","Years 1960-1969","Hey Harmonica Man","Stevie Wonder"
"1960","2.22","Years 1960-1969","Wait","Jimmy Clanton"
"1960","2.43","Years 1960-1969","Over The Mountain (Across The Sea)","Bobby Vinton"
"1960","2.76","Years 1960-1969","The Way You Do The Things You Do","The Temptations"
"1960","3.3","Years 1960-1969","Fakin' It","Simon & Garfunkel"
"1960","2.11","Years 1960-1969","Eleanor Rigby","The Beatles"
"1960","2.97","Years 1960-1969","Kool And The Gang","Kool & The Gang"
"1960","2.46","Years 1960-1969","Pony Time","Chubby Checker"
"1960","2.01","Years 1960-1969","Please Please Me","The Beatles"
"1960","2.86","Years 1960-1969","""Softly, As I Leave You""","Frank Sinatra"
"1960","4.4","Years 1960-1969","An Open Letter To My Teenage Son","Victor Lundberg"
"1960","2.55","Years 1960-1969","Watch Your Step","Brooks O'Dell"
"1960","2.65","Years 1960-1969","Make The World Go Away","Timi Yuro"
"1960","2.7","Years 1960-1969","Can I Trust You?","The Bachelors"
"1960","2.25","Years 1960-1969","Prayer Meetin'","Willie Mitchell"
"1960","2.41","Years 1960-1969","Little Pedro","The Olympics"
"1960","2.87","Years 1960-1969","Tears And Laughter","Dinah Washington"
"1960","3.4","Years 1960-1969","Hung On You","The Righteous Brothers"
"1960","2.84","Years 1960-1969","Sailor (Your Home Is The Sea)","Lolita"
"1960","3.02","Years 1960-1969","Communication Breakdown","Roy Orbison"
"1960","2.9","Years 1960-1969","In-A-Gadda-Da-Vida","Iron Butterfly"
"1960","2.34","Years 1960-1969","Let The Four Winds Blow","Fats Domino"
"1960","2.73","Years 1960-1969","Man's Temptation","Gene Chandler"
"1960","2.85","Years 1960-1969","See Ruby Fall","Johnny Cash"
"1960","2.68","Years 1960-1969","Skip A Rope","Henson Cargill"
"1960","2.47","Years 1960-1969","Mountain Of Love","Harold Dorman"
"1960","2.95","Years 1960-1969","Love Makes A Woman","Barbara Acklin"
"1960","2.42","Years 1960-1969","Michelle","Bud Shank"
"1960","3.6","Years 1960-1969","Eve Of Destruction","Barry McGuire"
"1960","2.24","Years 1960-1969","Cotton Candy","Al Hirt"
"1960","2.23","Years 1960-1969","The Comancheros","Claude King"
"1960","2.84","Years 1960-1969","You Belong To Me","The Duprees"
"1960","2.12","Years 1960-1969","Why Do I Love You So","Johnny Tillotson"
"1960","2.87","Years 1960-1969","Two Of A Kind","Sue Thompson"
"1960","3.61","Years 1960-1969","Misty","Johnny Mathis"
"1960","3.34","Years 1960-1969","Girl In Love","The Outsiders"
"1960","2.27","Years 1960-1969","Garden In The Rain","Vic Dana"
"1960","2.69","Years 1960-1969","Grits Ain't Groceries (All Around The World)","Little Milton"
"1960","4.11","Years 1960-1969","Requiem For The Masses","The Association"
"1960","1.98","Years 1960-1969","My Girl Josephine","Jerry Jaye"
"1960","2.54","Years 1960-1969","In The Summer Of His Years","Connie Francis"
"1960","4.75","Years 1960-1969","Stand By Me","Spyder Turner"
"1960","2.27","Years 1960-1969","The Mule","The James Boys"
"1960","2.81","Years 1960-1969","Elusive Butterfly","Bob Lind"
"1960","2.69","Years 1960-1969","Just A Closer Walk With Thee","Jimmie Rodgers"
"1960","2.84","Years 1960-1969","""The Biplane, Ever More""","The Irish Rovers"
"1960","2.32","Years 1960-1969","Point Of No Return","Gene McDaniels"
"1960","2.6","Years 1960-1969","Scratchy","Travis Wammack"
"1960","2.46","Years 1960-1969","Pony Express","Danny & The Juniors"
"1960","1.73","Years 1960-1969","Shu Rah","Fats Domino"
"1960","2.32","Years 1960-1969","Riverboat","Faron Young"
"1960","3.67","Years 1960-1969","I Wish You Love","Gloria Lynne"
"1960","2.84","Years 1960-1969","Laughing Boy","Mary Wells"
"1960","2.98","Years 1960-1969","Gimme Some Lovin'","The Spencer Davis Group"
"1960","2.41","Years 1960-1969","Grizzly Bear","The Youngbloods"
"1960","2.65","Years 1960-1969","I Gotta Dance To Keep From Crying","The Miracles"
"1960","2.57","Years 1960-1969","I Don't Want To Spoil The Party","The Beatles"
"1960","2.94","Years 1960-1969","Fool That I Am","Etta James"
"1960","2.8","Years 1960-1969","""Help Me, Rhonda""","The Beach Boys"
"1960","2.73","Years 1960-1969","The Way Of A Clown","Teddy Randazzo"
"1960","2.77","Years 1960-1969","Old Rivers","Walter Brennan"
"1960","2.1","Years 1960-1969","Fly Me To The Moon","Bobby Womack"
"1960","2.67","Years 1960-1969","Deep Purple","Nino Tempo & April Stevens"
"1960","2.46","Years 1960-1969","Bumble Bee","LaVern Baker"
"1960","3.12","Years 1960-1969","My Love For You","Johnny Mathis"
"1960","2.16","Years 1960-1969","Have I Stayed Away Too Long","Bobby Bare"
"1960","3.09","Years 1960-1969","When Joanna Loved Me","Tony Bennett"
"1960","2.37","Years 1960-1969","Go Where You Wanna Go","The 5th Dimension"
"1960","3.39","Years 1960-1969","All I See Is You","Dusty Springfield"
"1960","1.93","Years 1960-1969","Down At Lulu's","Ohio Express"
"1960","3.07","Years 1960-1969","The Urge","Freddy Cannon"
"1960","3.07","Years 1960-1969","We'll Cry Together","Maxine Brown"
"1960","2.33","Years 1960-1969","Last Date","Lawrence Welk And His Orchestra"
"1960","2.56","Years 1960-1969","The Twist","Chubby Checker"
"1960","2.46","Years 1960-1969","Heart Full Of Soul","The Yardbirds"
"1960","2.98","Years 1960-1969","Bella Linda","The Grass Roots"
"1960","2.71","Years 1960-1969","You Can Run (But You Can't Hide)","Jerry Butler"
"1960","3.33","Years 1960-1969","Blue Side Of Lonesome","Jim Reeves"
"1960","4.25","Years 1960-1969","Ode To Billie Joe","Bobbie Gentry"
"1960","2.49","Years 1960-1969","Goodnight","Roy Orbison"
"1960","2.4","Years 1960-1969","Kansas City Star","Roger Miller"
"1960","2.74","Years 1960-1969","Tell It Like It Is","Aaron Neville"
"1960","2.78","Years 1960-1969","It's Too Soon To Know","Etta James"
"1960","3.26","Years 1960-1969","Both Sides Now","Judy Collins"
"1960","3.44","Years 1960-1969","""One, Two, Three""","Ramsey Lewis"
"1960","2.92","Years 1960-1969","The Feeling Is Right","Clarence Carter"
"1960","3.45","Years 1960-1969","High Heel Sneakers","Stevie Wonder"
"1960","3.34","Years 1960-1969","""Yesterday, When I Was Young""","Roy Clark"
"1960","4.05","Years 1960-1969","Can You Please Crawl Out Your Window?","Bob Dylan"
"1960","2.33","Years 1960-1969","I'll Make Him Love Me","Barbara Lewis"
"1960","2.55","Years 1960-1969","Yesterday's Hero","Gene Pitney"
"1960","3.06","Years 1960-1969","Blowin In The Wind","Stevie Wonder"
"1960","4.26","Years 1960-1969","Now!","Lena Horne"
"1960","2.52","Years 1960-1969","Hooray For Hazel","Tommy Roe"
"1960","2.41","Years 1960-1969","Sweet Nothin's","Brenda Lee"
"1960","2.69","Years 1960-1969","The Crying Game","Brenda Lee"
"1960","2.32","Years 1960-1969","""Um, Um, Um, Um, Um, Um""","Major Lance"
"1960","3.47","Years 1960-1969","""Monday, Monday""","The Mamas & The Papas"
"1960","2.6","Years 1960-1969","The Burning Of Atlanta","Claude King"
"1960","2.33","Years 1960-1969","18 Yellow Roses","Bobby Darin"
"1960","2.47","Years 1960-1969","""My Town, My Guy And Me""","Lesley Gore"
"1960","2.76","Years 1960-1969","She Really Loves You","Timi Yuro"
"1960","2.33","Years 1960-1969","Am I Losing You","Jim Reeves"
"1960","2.56","Years 1960-1969","A Lover's Concerto","Mrs. Miller"
"1960","2.23","Years 1960-1969","Donnie","The Bermudas"
"1960","2.77","Years 1960-1969","Crying","Roy Orbison"
"1960","2.7","Years 1960-1969","The Land Of Milk And Honey","The Vogues"
"1960","2.57","Years 1960-1969","Follow Me","The Drifters"
"1960","2.59","Years 1960-1969","Walk On The Wild Side","Brook Benton"
"1960","2.08","Years 1960-1969","My Girl Josephine","Fats Domino"
"1960","2.9","Years 1960-1969","Cry Softly Lonely One","Roy Orbison"
"1960","3.22","Years 1960-1969","The Way It Used To Be","Engelbert Humperdinck"
"1960","2.32","Years 1960-1969","I Really Don't Want To Know","Tommy Edwards"
"1960","3.14","Years 1960-1969","The Shadow Of Your Smile","Boots Randolph"
"1960","2.64","Years 1960-1969","Knight In Rusty Armour","Peter And Gordon"
"1960","2.63","Years 1960-1969","Hit Record","Brook Benton"
"1960","2.75","Years 1960-1969","Sugar Dumpling","Sam Cooke"
"1960","3.51","Years 1960-1969","Just One More Day","Otis Redding"
"1960","3.41","Years 1960-1969","Surfer Joe","The Surfaris"
"1960","2.98","Years 1960-1969","I Got Rhythm","The Happenings"
"1960","2.83","Years 1960-1969","For Mama","Jerry Vale"
"1960","2.85","Years 1960-1969","Hole In The Wall","The Packers"
"1960","2.13","Years 1960-1969","A Teenager Feels It Too","Denny Reed"
"1960","2.48","Years 1960-1969","Model Girl","Johnny Maestro"
"1960","2.53","Years 1960-1969","Just One Look","Doris Troy"
"1960","2.44","Years 1960-1969","Any Other Way","Chuck Jackson"
"1960","2.9","Years 1960-1969","I'm Into Somethin' Good","Earl-Jean"
"1960","2.63","Years 1960-1969","Theme From Lawrence Of Arabia","Ferrante & Teicher"
"1960","2.67","Years 1960-1969","Take A Look","Aretha Franklin"
"1960","1.95","Years 1960-1969","Happy-Go-Lucky-Me","Paul Evans"
"1960","1.68","Years 1960-1969","Little Deuce Coupe","The Beach Boys"
"1960","2.78","Years 1960-1969","Itchycoo Park","Small Faces"
"1960","2.5","Years 1960-1969","Hey Little Girl","Major Lance"
"1960","11.03","Years 1960-1969","The Jive Samba","Cannonball Adderley"
"1960","2.95","Years 1960-1969","Georgia Rose","Tony Bennett"
"1960","3.74","Years 1960-1969","These Eyes","The Guess Who"
"1960","1.89","Years 1960-1969","Heart And Soul","The Cleftones"
"1960","2.44","Years 1960-1969","30-60-90","Willie Mitchell"
"1960","2.81","Years 1960-1969","Trains And Boats And Planes","Dionne Warwick"
"1960","2.85","Years 1960-1969","Please Come Home For Christmas","Charles Brown"
"1960","2.55","Years 1960-1969","Rainin' In My Heart","Slim Harpo"
"1960","2.31","Years 1960-1969","Diamonds And Pearls","The Paradons"
"1960","2.63","Years 1960-1969","I'll Never Be Free","Kay Starr"
"1960","2.75","Years 1960-1969","Sunny","Bobby Hebb"
"1960","2.2","Years 1960-1969","Everyday I Have To Cry","The Gentrys"
"1960","4.85","Years 1960-1969","Time Has Come Today","The Chambers Brothers"
"1960","2.49","Years 1960-1969","Coming Home Soldier","Bobby Vinton"
"1960","3.1","Years 1960-1969","""No, Not Much""","The Vogues"
"1960","2.26","Years 1960-1969","Baby Elephant Walk","Lawrence Welk And His Orchestra"
"1960","2.64","Years 1960-1969","Son Of A Travelin' Man","Ed Ames"
"1960","2.56","Years 1960-1969","Come To The Sunshine","Harpers Bizarre"
"1960","2.76","Years 1960-1969","""It's Too Late, Baby Too Late""","Arthur Prysock"
"1960","3.16","Years 1960-1969","I Need You","Chuck Jackson"
"1960","2.8","Years 1960-1969","A Little Bit Of Heaven","Ronnie Dove"
"1960","2.38","Years 1960-1969","Red Roses For A Blue Lady","Wayne Newton"
"1960","2.23","Years 1960-1969","Swingin' School","Bobby Rydell"
"1960","2.98","Years 1960-1969","I Believe I'm Gonna Make It","Joe Tex"
"1960","2.36","Years 1960-1969","Forever","The Marvelettes"
"1960","2.63","Years 1960-1969","Where The Boys Are","Connie Francis"
"1960","2.59","Years 1960-1969","Open The Door To Your Heart","Darrell Banks"
"1960","2.77","Years 1960-1969","Mickey's Monkey","The Miracles"
"1960","3.47","Years 1960-1969","I'm A Drifter","Bobby Goldsboro"
"1960","2.33","Years 1960-1969","Willie Can","Sue Thompson"
"1960","3.59","Years 1960-1969","I'll Take Good Care Of You","Garnet Mimms"
"1960","7.72","Years 1960-1969","Listen Here","Eddie Harris"
"1960","2.79","Years 1960-1969","Incense And Peppermints","Strawberry Alarm Clock"
"1960","2.53","Years 1960-1969","Congratulations","Cliff Richard"
"1960","2.46","Years 1960-1969","The Jam - Part 1","Bobby Gregg and His Friends"
"1960","2.69","Years 1960-1969","I'm Learning About Love","Brenda Lee"
"1960","2.11","Years 1960-1969","It's Good News Week","Hedgehoppers Anonymous"
"1960","3.08","Years 1960-1969","For Your Precious Love","Garnet Mimms & The Enchanters"
"1960","2.18","Years 1960-1969","Your Friends","Dee Clark"
"1960","3.09","Years 1960-1969","Secret Agent Man","Johnny Rivers"
"1960","2.71","Years 1960-1969","I Can't Say No To You","Betty Everett"
"1960","2.42","Years 1960-1969","Kentucky Woman","Neil Diamond"
"1960","2","Years 1960-1969","She Understands Me","Johnny Tillotson"
"1960","2.66","Years 1960-1969","Pocketful Of Miracles","Frank Sinatra"
"1960","3.26","Years 1960-1969","""Sally, Go 'round The Roses""","The Jaynetts"
"1960","2.2","Years 1960-1969","(He's) The Great Impostor","The Fleetwoods"
"1960","3.03","Years 1960-1969","I Can't Make It Alone","Lou Rawls"
"1960","2.76","Years 1960-1969","He Says The Same Things To Me","Skeeter Davis"
"1960","2.37","Years 1960-1969","Loop De Loop","Johnny Thunder"
"1960","2.14","Years 1960-1969","Always","Sammy Turner"
"1960","2.45","Years 1960-1969","Let It Be Me","The Everly Brothers"
"1960","3.96","Years 1960-1969","Giddyup Go","Red Sovine"
"1960","1.91","Years 1960-1969","Catch Us If You Can","The Dave Clark Five"
"1960","2.66","Years 1960-1969","When You're Young And In Love","The Marvelettes"
"1960","2.54","Years 1960-1969","A Love Of My Own","Carla Thomas"
"1960","3.37","Years 1960-1969","""Paint It, Black""","The Rolling Stones"
"1960","2.49","Years 1960-1969","Turn The World Around","Eddy Arnold"
"1960","2.2","Years 1960-1969","Too Young To Go Steady","Connie Stevens"
"1960","3.06","Years 1960-1969","This Can't Be True","Eddie Holman"
"1960","3.76","Years 1960-1969","Time Machine","Grand Funk Railroad"
"1960","2.63","Years 1960-1969","A Dollar Down","The Limeliters"
"1960","2.91","Years 1960-1969","Baby Has Gone Bye Bye","George Maharis"
