"year","duration","years","track","artist"
"1960","3.18","Years 1960-1969","If I Didn't Care","The Platters"
"1960","2.79","Years 1960-1969","In The Ghetto","Elvis Presley"
"1960","2.44","Years 1960-1969","Sun Arise","Rolf Harris"
"1960","2.61","Years 1960-1969","""Face It Girl, It's Over""","Nancy Wilson"
"1960","4.36","Years 1960-1969","Kozmic Blues","Janis Joplin"
"1960","3.39","Years 1960-1969","It's Now Winters Day","Tommy Roe"
"1960","2.37","Years 1960-1969","Singing My Song","Tammy Wynette"
"1960","2.82","Years 1960-1969","United","Peaches & Herb"
"1960","2.36","Years 1960-1969","Be Bop A-Lula","The Everly Brothers"
"1960","2.99","Years 1960-1969","Ask Me","Maxine Brown"
"1960","2.45","Years 1960-1969","Philly Dog","Herbie Mann"
"1960","2.74","Years 1960-1969","Baby I Love You","Aretha Franklin"
"1960","2.44","Years 1960-1969","I'll Keep Holding On","The Marvelettes"
"1960","2.72","Years 1960-1969","Little Diane","Dion"
"1960","2.34","Years 1960-1969","Goodbye","Mary Hopkin"
"1960","2.24","Years 1960-1969","You Really Got Me","The Kinks"
"1960","2.97","Years 1960-1969","I Get The Sweetest Feeling","Jackie Wilson"
"1960","2.7","Years 1960-1969","I Don't Wanna Be A Loser","Lesley Gore"
"1960","2.74","Years 1960-1969","Cold Cold Winter","The Pixies Three"
"1960","2.2","Years 1960-1969","Yogi","The Ivy Three"
"1960","2.57","Years 1960-1969","Angelito","Rene & Rene"
"1960","2.28","Years 1960-1969","Honky Train","Bill Black's Combo"
"1960","2.35","Years 1960-1969","Uptown","The Crystals"
"1960","2.33","Years 1960-1969","Come See","Major Lance"
"1960","2.8","Years 1960-1969","""Painted, Tainted Rose""","Al Martino"
"1960","4.61","Years 1960-1969","My Way","Frank Sinatra"
"1960","3.45","Years 1960-1969","Cherish","The Association"
"1960","2.73","Years 1960-1969","Puppy Love","Paul Anka"
"1960","2.78","Years 1960-1969","Think I'll Go Somewhere And Cry Myself To Sleep","Al Martino"
"1960","2.32","Years 1960-1969","Temptation","Boots Randolph"
"1960","3.03","Years 1960-1969","She's Got You","Patsy Cline"
"1960","2.32","Years 1960-1969","Road Hog","John D. Loudermilk"
"1960","2.14","Years 1960-1969","Don't Get Around Much Anymore","The Belmonts"
"1960","3.46","Years 1960-1969","Are You Sincere","Trini Lopez"
"1960","2.08","Years 1960-1969","Son-In-Law","Louise Brown"
"1960","2.54","Years 1960-1969","Battle Of Gettysburg","Fred Darian"
"1960","2.6","Years 1960-1969","You Wouldn't Listen","The Ides Of March"
"1960","2.87","Years 1960-1969","Can't Help But Love You","The Standells"
"1960","3.48","Years 1960-1969","The Little Black Egg","The Nightcrawlers"
"1960","2.69","Years 1960-1969","Mr. Lonely","Bobby Vinton"
"1960","2.6","Years 1960-1969","A Lover's Question","Otis Redding"
"1960","3","Years 1960-1969","I'm Your Puppet","James & Bobby Purify"
"1960","3.06","Years 1960-1969","Roosevelt And Ira Lee (Night of the Mossacin)","Tony Joe White"
"1960","2.58","Years 1960-1969","He's Got No Love","The Searchers"
"1960","3.17","Years 1960-1969","Exodus","Ferrante & Teicher"
"1960","2.24","Years 1960-1969","In My Room","The Beach Boys"
"1960","1.98","Years 1960-1969","Chug-A-Lug","Roger Miller"
"1960","3.99","Years 1960-1969","Try To Remember","Ed Ames"
"1960","2.08","Years 1960-1969","Won't You Come Home Bill Bailey","Bobby Darin"
"1960","2.93","Years 1960-1969","Jennifer Eccles","The Hollies"
"1960","1.98","Years 1960-1969","Did You Ever","The Hullaballoos"
"1960","2.48","Years 1960-1969","Another Night","Dionne Warwick"
"1960","2.82","Years 1960-1969","Tomboy","Ronnie Dove"
"1960","3.72","Years 1960-1969","Behind The Door","Cher"
"1960","5.1","Years 1960-1969","4 - By The Beatles","The Beatles"
"1960","2.05","Years 1960-1969","How Much Can A Lonely Heart Stand","Skeeter Davis"
"1960","2.91","Years 1960-1969","Pushover","Etta James"
"1960","2.24","Years 1960-1969","Love Is A Hurtin' Thing","Lou Rawls"
"1960","2.35","Years 1960-1969","Lazy Elsie Molly","Chubby Checker"
"1960","2.4","Years 1960-1969","Walk On By","Leroy Van Dyke"
"1960","2.04","Years 1960-1969","Thou Shalt Not Steal","John D. Loudermilk"
"1960","2.62","Years 1960-1969","No Fair At All","The Association"
"1960","2.33","Years 1960-1969","If You Don't Want My Love","Robert John"
"1960","2.75","Years 1960-1969","Give It Away","The Chi-lites"
"1960","2.97","Years 1960-1969","The Dedication Song","Freddy Cannon"
"1960","2.06","Years 1960-1969","Paradise","Sammy Turner"
"1960","2.79","Years 1960-1969","Let's Make A Promise","Peaches & Herb"
"1960","2.61","Years 1960-1969","Ruby Baby","Dion"
"1960","2.35","Years 1960-1969","Pin A Medal On Joey","James Darren"
"1960","2.94","Years 1960-1969","Black Is Black","Los Bravos"
"1960","2.6","Years 1960-1969","Can't Satisfy","The Impressions"
"1960","2.7","Years 1960-1969","""Hello Mudduh, Hello Fadduh! (A Letter From Camp)""","Allan Sherman"
"1960","4.55","Years 1960-1969","Walk On By","Isaac Hayes"
"1960","2.19","Years 1960-1969","Surfin' Hootenanny","Al Casey"
"1960","4.74","Years 1960-1969","Reach Out","Merrilee Rush"
"1960","2.48","Years 1960-1969","I'm Going Back To School","Dee Clark"
"1960","2.78","Years 1960-1969","Let's Go Steady Again","Neil Sedaka"
"1960","4.41","Years 1960-1969","Zorba The Greek","Herb Alpert & The Tijuana Brass"
"1960","2.58","Years 1960-1969","If You Need Me","Solomon Burke"
"1960","2.36","Years 1960-1969","Gimme Little Sign","Brenton Wood"
"1960","2.3","Years 1960-1969","T.L.C. Tender Love And Care","Jimmie Rodgers"
"1960","2.54","Years 1960-1969","That's Life (That's Tough)","Gabriel And The Angels"
"1960","2.41","Years 1960-1969","It's Magic","The Platters"
"1960","2.61","Years 1960-1969","I Like It Like That","The Miracles"
"1960","3.17","Years 1960-1969","Guilty","Jim Reeves"
"1960","1.89","Years 1960-1969","Palisades Park","Freddy Cannon"
"1960","2.9","Years 1960-1969","Catch The Wind","Donovan"
"1960","2.94","Years 1960-1969","Mama (He Treats Your Daughter Mean)","Ruth Brown"
"1960","2.51","Years 1960-1969","Joanie","Frankie Calen"
"1960","2.64","Years 1960-1969","Three Hearts In A Tangle","Roy Drusky"
"1960","3.01","Years 1960-1969","Do You Wanna Dance","The Mamas & The Papas"
"1960","3.01","Years 1960-1969","Up And Down","The McCoys"
"1960","3.77","Years 1960-1969","A Ray Of Hope","The Rascals"
"1960","2.56","Years 1960-1969","Tall Cool One","The Wailers"
"1960","2.5","Years 1960-1969","Send Me The Pillow You Dream On","Dean Martin"
"1960","3.28","Years 1960-1969","Cry To Me","Betty Harris"
"1960","2.14","Years 1960-1969","Baby You Got It","Brenton Wood"
"1960","2.07","Years 1960-1969","Ballad Of Easy Rider","The Byrds"
"1960","2.9","Years 1960-1969","Town Without Pity","Gene Pitney"
"1960","2.38","Years 1960-1969","Windy","Wes Montgomery"
"1960","2.73","Years 1960-1969","Desiree'","The Left Banke"
"1960","2.9","Years 1960-1969","Long Live Our Love","The Shangri-Las"
"1960","2.07","Years 1960-1969","Big Time","Lou Christie"
"1960","1.95","Years 1960-1969","Do You Want To Know A Secret","The Beatles"
"1960","2.97","Years 1960-1969","Walk On By","Dionne Warwick"
"1960","2.48","Years 1960-1969","Surfer Girl","The Beach Boys"
"1960","2.39","Years 1960-1969","Eternally","Sarah Vaughan"
"1960","2.91","Years 1960-1969","Since I Lost My Baby","The Temptations"
"1960","2.34","Years 1960-1969","Da Doo Ron Ron (When He Walked Me Home)","The Crystals"
"1960","1.92","Years 1960-1969","The Ballad Of Paladin","Duane Eddy"
"1960","2.88","Years 1960-1969","When A Boy Falls In Love","Mel Carter"
"1960","2.58","Years 1960-1969","Chattanooga Choo Choo","Harpers Bizarre"
"1960","2.72","Years 1960-1969","I Dig You Baby","Jerry Butler"
"1960","1.91","Years 1960-1969","Ben Crazy","Dickie Goodman"
"1960","2.42","Years 1960-1969","A Year Ago Tonight","The Crests"
"1960","2.78","Years 1960-1969","I Shall Be Released","The Box Tops"
"1960","3.63","Years 1960-1969","One Tin Soldier","The Original Caste"
"1960","3.41","Years 1960-1969","The Beginning Of Loneliness","Dionne Warwick"
"1960","2.47","Years 1960-1969","My Girl/Hey Girl","Bobby Vee"
"1960","2.31","Years 1960-1969","Lonely Teenager","Dion"
"1960","2.96","Years 1960-1969","I Want Candy","The Strangeloves"
"1960","1.99","Years 1960-1969","Wheel Of Fortune","LaVern Baker"
"1960","2.37","Years 1960-1969","Let The Little Girl Dance","Billy Bland"
"1960","3.05","Years 1960-1969","How To Handle A Woman","Johnny Mathis"
"1960","3.93","Years 1960-1969","Big Iron","Marty Robbins"
"1960","2.34","Years 1960-1969","Beauty Is Only Skin Deep","The Temptations"
"1960","2.14","Years 1960-1969","Try Too Hard","The Dave Clark Five"
"1960","2.21","Years 1960-1969","Wham!","Lonnie Mack"
"1960","2.75","Years 1960-1969","(You Keep Me) Hangin' On","Joe Simon"
"1960","2.17","Years 1960-1969","Comin' On","Bill Black's Combo"
"1960","2.41","Years 1960-1969","Paper Tiger","Sue Thompson"
"1960","2.91","Years 1960-1969","Mr. Farmer","The Seeds"
"1960","2.94","Years 1960-1969","""Baby, I Love You""","Andy Kim"
"1960","2.45","Years 1960-1969","I'll Try Anything","Dusty Springfield"
"1960","3.09","Years 1960-1969","I'll Bring It Home To You","Carla Thomas"
"1960","2.19","Years 1960-1969","I Have Dreamed","Chad & Jeremy"
"1960","2.25","Years 1960-1969","Silver Threads And Golden Needles","The Springfields"
"1960","3.17","Years 1960-1969","Easy To Be Hard","Three Dog Night"
"1960","2.54","Years 1960-1969","Goin' Away","The Fireballs"
"1960","5.05","Years 1960-1969","""Silent Night, Holy Night""","Mahalia Jackson"
"1960","2.49","Years 1960-1969","Surfin' U.S.A.","The Beach Boys"
"1960","2.67","Years 1960-1969","Summer In The City","The Lovin' Spoonful"
"1960","2.78","Years 1960-1969","Born To Be Wild","Wilson Pickett"
"1960","2.58","Years 1960-1969","Willow Weep For Me","Chad & Jeremy"
"1960","2.15","Years 1960-1969","Keep Searchin' (We'll Follow The Sun)","Del Shannon"
"1960","2.74","Years 1960-1969","Early In The Morning","Vanity Fare"
"1960","3.15","Years 1960-1969","Patches","Dickey Lee"
"1960","2.16","Years 1960-1969","Aladdin","Bobby Curtola"
"1960","2.76","Years 1960-1969","Your Other Love","The Flamingos"
"1960","3.02","Years 1960-1969","I'm Gonna Make You Love Me","Dee Dee Warwick"
"1960","1.88","Years 1960-1969","I've Got To Have A Reason","The Dave Clark Five"
"1960","2.81","Years 1960-1969","Charlena","The Sevilles"
"1960","3.27","Years 1960-1969","There But For Fortune","Joan Baez"
"1960","1.97","Years 1960-1969","Gone","The Rip Chords"
"1960","2.04","Years 1960-1969","You Know What I Mean","The Turtles"
"1960","2.93","Years 1960-1969","Portrait Of My Love","Steve Lawrence"
"1960","2.75","Years 1960-1969","The Name Game","Shirley Ellis"
"1960","2.38","Years 1960-1969","If You Wanna Be Happy","Jimmy Soul"
"1960","5.24","Years 1960-1969","The Popcorn","James Brown"
"1960","2.29","Years 1960-1969","You Don't Want My Love","Andy Williams"
"1960","3.31","Years 1960-1969","Nothing Can Take The Place Of You","Brook Benton"
"1960","2.62","Years 1960-1969","A Sweet Woman Like You","Joe Tex"
"1960","1.63","Years 1960-1969","I Like It Like That","The Dave Clark Five"
"1960","2.73","Years 1960-1969","To Love Somebody","The Sweet Inspirations"
"1960","2.79","Years 1960-1969","I Adore Him","The Angels"
"1960","2.55","Years 1960-1969","Where Were You When I Needed You","Jerry Vale"
"1960","3.48","Years 1960-1969","Ten Commandments","Prince Buster"
"1960","3.1","Years 1960-1969","One","Three Dog Night"
"1960","2.27","Years 1960-1969","Here Comes Heaven","Eddy Arnold"
"1960","2.88","Years 1960-1969","It's Nice To Be With You","The Monkees"
"1960","2.56","Years 1960-1969","Mockingbird","Aretha Franklin"
"1960","2.79","Years 1960-1969","Watch Your Step","Bobby Parker"
"1960","3.21","Years 1960-1969","It's All In The Game","Cliff Richard"
"1960","2.76","Years 1960-1969","Shutters And Boards","Jerry Wallace"
"1960","2.07","Years 1960-1969","Chapel In The Moonlight","The Bachelors"
"1960","2.66","Years 1960-1969","(New In) The Ways Of Love","Tommy Edwards"
"1960","2.33","Years 1960-1969","I Wake Up Crying","Chuck Jackson"
"1960","2.34","Years 1960-1969","Drummin' Up A Storm","Sandy Nelson"
"1960","2.37","Years 1960-1969","Have You Looked Into Your Heart","Jerry Vale"
"1960","3.58","Years 1960-1969","These Eyes","Jr. Walker & The All Stars"
"1960","2.61","Years 1960-1969","Gonna Give Her All The Love I've Got","Jimmy Ruffin"
"1960","2.55","Years 1960-1969","Mission-Impossible","Lalo Schifrin"
"1960","3.8","Years 1960-1969","Twist It Up","Chubby Checker"
"1960","3.12","Years 1960-1969","Feelin' So Good (S.k.o.o.b.y-D.o.o)","The Archies"
"1960","2.22","Years 1960-1969","Talk That Talk","Jackie Wilson"
"1960","2.11","Years 1960-1969","I Promise To Wait My Love","Martha Reeves & The Vandellas"
"1960","2.33","Years 1960-1969","Milord","Teresa Brewer"
"1960","2.06","Years 1960-1969","Chattanooga Choo Choo","Floyd Cramer"
"1960","2.87","Years 1960-1969","Ride Your Pony","Lee Dorsey"
"1960","2.87","Years 1960-1969","Down By The Station","The Four Preps"
"1960","3.1","Years 1960-1969","Wichita Lineman","Glen Campbell"
"1960","2.58","Years 1960-1969","Jealous Heart","Connie Francis"
"1960","1.97","Years 1960-1969","Apricot Brandy","Rhinoceros"
"1960","3.4","Years 1960-1969","I Need Love","Barbara Mason"
"1960","3.24","Years 1960-1969","Give Us Your Blessings","The Shangri-Las"
"1960","2.41","Years 1960-1969","The Little Boy","Tony Bennett"
"1960","2.68","Years 1960-1969","The Door Is Open","Tommy Hunt"
"1960","2.83","Years 1960-1969","Nobody But You Babe","Clarence Reid"
"1960","2.42","Years 1960-1969","(Remember Me) I'm The One Who Loves You","Dean Martin"
"1960","2.71","Years 1960-1969","Soul Dance Number Three","Wilson Pickett"
"1960","2.47","Years 1960-1969","Walk Tall","2 Of Clubs"
"1960","2.91","Years 1960-1969","Now I Know","Jack Jones"
"1960","2.93","Years 1960-1969","""The """"In"""" Crowd""","Dobie Gray"
"1960","2.18","Years 1960-1969","Am I The Man","Jackie Wilson"
"1960","4.02","Years 1960-1969","See See Rider","Eric Burdon & The Animals"
"1960","2.7","Years 1960-1969","Nothing's Too Good For My Baby","Stevie Wonder"
"1960","2.91","Years 1960-1969","Uptight (Everything's Alright)","Stevie Wonder"
"1960","1.89","Years 1960-1969","Walk Slow","Little Willie John"
"1960","3.44","Years 1960-1969","Stoned Soul Picnic","The 5th Dimension"
"1960","2.47","Years 1960-1969","Miss Fine","The New Yorkers"
"1960","3.59","Years 1960-1969","Too Soon To Know","Roy Orbison"
"1960","1.95","Years 1960-1969","Sad Girl","The Intruders"
"1960","2.57","Years 1960-1969","-twistin'-White Silver Sands","Bill Black's Combo"
"1960","2.31","Years 1960-1969","What Am I Gonna Do","Jimmy Clanton"
"1960","2.45","Years 1960-1969","Georgia Pines","The Candymen"
"1960","3.03","Years 1960-1969","Let's Have A Party","Wanda Jackson"
"1960","2.67","Years 1960-1969","Ask Me","Inez Foxx"
"1960","2.89","Years 1960-1969","The Ties That Bind","Brook Benton"
"1960","2.04","Years 1960-1969","Nut Rocker","B. Bumble & The Stingers"
"1960","3.13","Years 1960-1969","People","The Tymes"
"1960","2.63","Years 1960-1969","Ebb Tide","Lenny Welch"
"1960","2.27","Years 1960-1969","Killer Joe","The Kingsmen"
"1960","2.77","Years 1960-1969","Who's Making Love","Johnnie Taylor"
"1960","2.08","Years 1960-1969","Please Don't Ask About Barbara","Bobby Vee"
"1960","2.37","Years 1960-1969","Green Grass Of Texas","The Texans"
"1960","2.77","Years 1960-1969","The Look Of Love","Sergio Mendes & Brasil '66"
"1960","2.55","Years 1960-1969","Eleanor Rigby","Aretha Franklin"
"1960","2.48","Years 1960-1969","I'll Turn To Stone","Four Tops"
"1960","3.77","Years 1960-1969","Moments To Remember","The Vogues"
"1960","2.59","Years 1960-1969","Go Ahead And Cry","The Righteous Brothers"
"1960","2.67","Years 1960-1969","Pearl Time","Andre Williams"
"1960","2.39","Years 1960-1969","Where I Fell In Love","The Capris"
"1960","2.58","Years 1960-1969","You Ain't Going Nowhere","The Byrds"
"1960","1.93","Years 1960-1969","The Bridge Of Love","Joe Dowell"
"1960","2.7","Years 1960-1969","Sleepy Lagoon","The Platters"
"1960","2.63","Years 1960-1969","What's Made Milwaukee Famous (Has Made A Loser Out Of Me)","Jerry Lee Lewis"
"1960","3.32","Years 1960-1969","I'm Coming Home","Tom Jones"
"1960","3.05","Years 1960-1969","She's A Woman","The Beatles"
"1960","2.54","Years 1960-1969","If I Cried Every Time You Hurt Me","Wanda Jackson"
"1960","2.32","Years 1960-1969","Love Me Warm And Tender","Paul Anka"
"1960","2.2","Years 1960-1969","Temptation","The Everly Brothers"
"1960","2.5","Years 1960-1969","The Love Of A Boy","Timi Yuro"
"1960","2.09","Years 1960-1969","Yesterday","The Beatles"
"1960","3.15","Years 1960-1969","I'll Never Do You Wrong","Joe Tex"
"1960","4.56","Years 1960-1969","Eli's Coming","Three Dog Night"
"1960","3.15","Years 1960-1969","What Will My Mary Say","Johnny Mathis"
"1960","8.86","Years 1960-1969","Blind Man","Little Milton"
"1960","2.77","Years 1960-1969","Everybody Needs Somebody To Love","Solomon Burke"
"1960","2.53","Years 1960-1969","Sha La La","Manfred Mann"
"1960","2.7","Years 1960-1969","I've Lost You","Jackie Wilson"
"1960","2.38","Years 1960-1969","Wings Of A Dove","Ferlin Husky"
"1960","2.67","Years 1960-1969","Love Came To Me","Dion"
"1960","2.55","Years 1960-1969","Headline News","Edwin Starr"
"1960","2.95","Years 1960-1969","Tuxedo Junction","Frankie Avalon"
"1960","2.51","Years 1960-1969","""(Girls, Girls, Girls) Made To Love""","Eddie Hodges"
"1960","2.97","Years 1960-1969","Mr. Pleasant","The Kinks"
"1960","2.12","Years 1960-1969","She's A Fool","Lesley Gore"
"1960","2.25","Years 1960-1969","Butterfly Baby","Bobby Rydell"
"1960","2.78","Years 1960-1969","Just Yesterday","Al Martino"
"1960","2.79","Years 1960-1969","Batman","Jan & Dean"
"1960","2.76","Years 1960-1969","Nice 'N' Easy","Frank Sinatra"
"1960","3.29","Years 1960-1969","Pretty World","Sergio Mendes & Brasil '66"
"1960","2.44","Years 1960-1969","Breaking Up Is Hard To Do","The Happenings"
"1960","2.09","Years 1960-1969","Sometimes I Wish I Were A Boy","Lesley Gore"
"1960","3.24","Years 1960-1969","Baby Don't Go","Sonny & Cher"
"1960","2.5","Years 1960-1969","More Than I Can Say","Bobby Vee"
"1960","2.74","Years 1960-1969","Come Tomorrow","Manfred Mann"
"1960","2.37","Years 1960-1969","I Will","Dean Martin"
"1960","2.3","Years 1960-1969","The Ferris Wheel","The Everly Brothers"
"1960","2.34","Years 1960-1969","There! I've Said It Again","Bobby Vinton"
